,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
278.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
279.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
280.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
281.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
282.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
283.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
284.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
285.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
286.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
287.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
288.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
289.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
290.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
291.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
292.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
293.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
294.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
295.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
296.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
297.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
298.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
299.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
300.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
301.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
302.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
303.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
304.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
305.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
306.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
307.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
308.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
309.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
310.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
311.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
312.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
313.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
314.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
315.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
316.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
317.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
318.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
319.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
320.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
321.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
322.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
323.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
324.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
325.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
326.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
327.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
328.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
329.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
330.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
331.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
332.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
333.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
334.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
335.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
336.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
337.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
338.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
339.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
340.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
341.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
342.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
343.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
344.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
345.0,0.0,"see, shit, thank, list, make, dick, cucks_cuck, find, image, think",,
346.0,6.0,"gay, porn, cunt, make, get, people, girl, go, think, picture",,
347.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
348.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
349.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
350.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
351.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
352.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
353.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
354.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
355.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
356.0,7.0,"ball, sex_sex, think, say, anal, make, get, woman, go, sex",,
357.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
358.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
359.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
360.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
361.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
362.0,9.0,"edit, page, source, see, use, article, also, claim, wikipedia, remove",,
363.0,1.0,"shit, redirect, page, people, think, man, say, add, go, die",,
364.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
365.0,5.0,"say, go, think, get, make, people, see, take, year, work",,
366.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
367.0,3.0,"source, edit, remove, block, stop, call, section, see, make, page",,
368.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
369.0,8.0,"fuck, shit, bitch, get, go, try, make, account, edit, see",,
370.0,2.0,"fucking, nigga, think, mean, get, show, idiot, work, night, stupid",,
371.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
372.0,4.0,"page, edit, wikipedia, use, thank, make, get, article, get_alot, image",,
