,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
91.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
92.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
93.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
94.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
95.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
96.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
97.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
98.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
99.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
100.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
101.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
102.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
103.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
104.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
105.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
106.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
107.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
108.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
109.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
110.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
111.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
112.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
113.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
114.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
115.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
116.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
117.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
118.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
119.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
120.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
121.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
122.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
123.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
124.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
125.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
126.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
127.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
128.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
129.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
130.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
131.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
132.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
133.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
134.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
135.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
136.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
137.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
138.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
139.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
140.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
141.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
142.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
143.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
144.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
145.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
146.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
147.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
148.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
149.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
150.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
151.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
152.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
153.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
154.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
155.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
156.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
157.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
158.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
159.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
160.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
161.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
162.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
163.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
164.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
165.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
166.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
167.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
168.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
169.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
170.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
171.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
172.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
173.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
174.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
175.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
176.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
177.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
178.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
179.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
180.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
181.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
182.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
183.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
184.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
185.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
186.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
187.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
188.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
189.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
190.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
191.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
192.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
193.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
194.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
195.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
196.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
197.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
198.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
199.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
200.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
201.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
202.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
203.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
204.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
205.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
206.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
207.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
208.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
209.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
210.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
211.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
212.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
213.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
214.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
215.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
216.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
217.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
218.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
219.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
220.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
221.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
222.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
223.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
224.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
225.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
226.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
227.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
228.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
229.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
230.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
231.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
232.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
233.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
234.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
235.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
236.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
237.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
238.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
239.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
240.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
241.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
242.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
243.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
244.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
245.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
246.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
247.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
248.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
249.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
250.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
251.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
252.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
253.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
254.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
255.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
256.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
257.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
258.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
259.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
260.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
261.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
262.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
263.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
264.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
265.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
266.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
267.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
268.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
269.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
270.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
271.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
272.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
273.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
274.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
275.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
276.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
277.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
278.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
279.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
280.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
281.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
282.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
283.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
284.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
285.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
286.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
287.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
288.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
289.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
290.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
291.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
292.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
293.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
294.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
295.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
296.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
297.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
298.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
299.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
300.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
301.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
302.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
303.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
304.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
305.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
306.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
307.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
308.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
309.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
310.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
311.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
312.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
313.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
314.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
315.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
316.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
317.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
318.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
319.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
320.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
321.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
322.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
323.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
324.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
325.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
326.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
327.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
328.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
329.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
330.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
331.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
332.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
333.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
334.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
335.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
336.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
337.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
338.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
339.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
340.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
341.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
342.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
343.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
344.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
345.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
346.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
347.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
348.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
349.0,4.0,"wikicup, chop, know, greek, gold, roman, article, read, capture, sea",,
350.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
351.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
352.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
353.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
354.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
355.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
356.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
357.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
358.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
359.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
360.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
361.0,0.0,"wikipedia, article, thank, use, experiment, like, nonsense, time, fuck, look",,
362.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
363.0,3.0,"window, kansa, article, descend, canadian, silva, album, fuck, day, claim",,
364.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
365.0,9.0,"say, article, time, go, get, make, people, wolf, also, think",,
366.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
367.0,1.0,"say, article, know, time, think, make, people, see, wikipedia, read",,
368.0,2.0,"article, page, wikipedia, edit, see, use, talk, link, add, need",,
369.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
370.0,6.0,"know, article, section, go, temperature, pa, make, fuck, change, see",,
371.0,5.0,"suck, think, make, wikipedia, comment, people, know, go, say, article",,
372.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
373.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
374.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
375.0,8.0,"article, page, use, wikipedia, name, thank, change, image, edit, comment",,
376.0,7.0,"article, know, make, think, even, people, write, wikipedia, do, go",,
